Latitude,Longitude,Date,"Local 
Time",Week No.,PitID,State,Location,Site,HN (cm) A,HN (cm) B,HN (cm) C,SWE (mm) A,SWE (mm) B,SWE (mm) C,DEN (kg/m^3) A,DEN (kg/m^3) B,DEN (kg/m^3) C,Melt,Comments,avg HN (cm),avg SWE (mm),avg DEN (kg/m^3)
43.94737,-115.67679,2021-01-27,14:40,3,IDBRM5,ID,Boise River Basin,MC_5,20.0, , ,28.0, , ,140.0, , ,No, ,20.0,28.0,140.0
43.94737,-115.67679,2021-02-03,11:45,4,IDBRM5,ID,Boise River Basin,MC_5,39.0, , ,43.0, , ,111.0, , ,No, ,39.0,43.0,111.0
43.94737,-115.67679,2021-02-10,11:45,5,IDBRM5,ID,Boise River Basin,MC_5,20.0,21.0,22.0,36.0,37.0,39.0,180.0,177.0,178.0,No,wind affected/firm,21.0,37.0,177.0
43.94737,-115.67679,2021-02-17,12:15,6,IDBRM5,ID,Boise River Basin,MC_5,72.0, , ,97.0, , ,135.0, , ,No,Air temperature: -7.8 C,72.0,97.0,135.0
43.94737,-115.67679,2021-02-24,12:10,7,IDBRM5,ID,Boise River Basin,MC_5,32.0, , ,50.0, , ,2.0, , ,No,Air Temp: -7.8 C,32.0,50.0,157.0
43.94737,-115.67679,2021-03-03,12:10,8,IDBRM5,ID,Boise River Basin,MC_5,24.0,22.0, ,42.0,35.0, ,2.0,2.0, ,Yes,"Air Temp: +3.6 C, melt around storm board pole",23.0,38.0,166.0
43.94737,-115.67679,2021-03-10,11:30,9,IDBRM5,ID,Boise River Basin,MC_5,10.0,9.0,12.0,16.0,14.0,19.0,2.0,2.0,2.0,Yes,"Air Temp: -2.8 C, trace ice crystals on board - not a layer",10.3,16.0,156.0
43.94737,-115.67679,2021-03-16,11:50,10,IDBRM5,ID,Boise River Basin,MC_5,0.0, , ,0.0, , ,0.0, , ,Yes,"Air Temp: +2.4 C, no new snow",0.0,0.0, 
43.94737,-115.67679,2021-03-24,12:25,11,IDBRM5,ID,Boise River Basin,MC_5,24.0,28.0, ,47.0,54.0, ,196.0,193.0, ,No,"Air Temp: -1.9 C, ice on board; ice layer @+7cm above board, no liquid water, photo provided",26.0,50.0,193.0
43.94854,-115.67828,2021-01-27,12:55,3,IDBRM6,ID,Boise River Basin,MC_6,31.0, , ,28.0, , ,91.0, , ,No, ,31.0,28.0,91.0
43.94854,-115.67828,2021-02-03,12:05,4,IDBRM6,ID,Boise River Basin,MC_6,43.0, , ,58.0, , ,135.0, , ,No, ,43.0,58.0,135.0
43.94854,-115.67828,2021-02-10,12:10,5,IDBRM6,ID,Boise River Basin,MC_6,25.0,25.0,26.0,47.0, ,49.0,188.0, ,189.0,No,SW wind affected surface,25.3,48.0,190.0
43.94854,-115.67828,2021-02-17,12:45,6,IDBRM6,ID,Boise River Basin,MC_6,70.0, , ,90.0, , ,129.0, , ,No,Air Temp: -6.7 C,70.0,90.0,129.0
43.94854,-115.67828,2021-02-24,15:00,7,IDBRM6,ID,Boise River Basin,MC_6,32.0,30.0, ,49.0,42.0, ,2.0,2.0, ,No,Air Temp: -7.1 C,31.0,46.0,149.0
43.94854,-115.67828,2021-03-03,12:50,8,IDBRM6,ID,Boise River Basin,MC_6,27.0,27.0, ,39.0,39.0, ,2.0,2.0, ,No,"Air Temp: +0.7 C, no ice and no melt - shaded and consistent",27.0,39.0,145.0
43.94854,-115.67828,2021-03-10,11:55,9,IDBRM6,ID,Boise River Basin,MC_6,11.0,11.0,13.0,16.0,15.0,19.0,2.0,2.0,2.0,No,"Air Temp: -3.9 C, very thin/sparse ice layer on board",11.7,17.0,146.0
43.94854,-115.67828,2021-03-16,13:20,10,IDBRM6,ID,Boise River Basin,MC_6,0.0, , ,0.0, , ,0.0, , ,Yes,"Air Temp: +3.3 C, no new snow",0.0,0.0, 
43.94854,-115.67828,2021-03-24,12:50,11,IDBRM6,ID,Boise River Basin,MC_6,12.0,15.0, ,23.0,28.0, ,192.0,187.0, ,No,"Air Temp: -4.6 C, very little ice on board, ice @+5cm, very slight wind-affected surface",13.5,26.0,193.0
43.95258,-115.67997,2021-01-27,14:15,3,IDBRM7,ID,Boise River Basin,MC_7,45.0, , ,42.0, , ,94.0, , ,No, ,45.0,42.0,94.0
43.95258,-115.67997,2021-02-03,13:15,4,IDBRM7,ID,Boise River Basin,MC_7,43.0, , ,47.0, , ,110.0, , ,No, ,43.0,47.0,110.0
43.95258,-115.67997,2021-02-10,13:30,5,IDBRM7,ID,Boise River Basin,MC_7,11.0,13.0,15.0,20.0,21.0,26.0,182.0,162.0,174.0,No,"Lots of SH development; light wind, area wind scoured from previous event? Rare to see this little HS at TOW-3.",13.0,22.0,170.0
43.95258,-115.67997,2021-02-17,14:15,6,IDBRM7,ID,Boise River Basin,MC_7,72.0, , ,89.0, , ,124.0, , ,No,Air Temp: -4.6 C,72.0,89.0,124.0
43.95258,-115.67997,2021-02-24,13:35,7,IDBRM7,ID,Boise River Basin,MC_7,41.0,41.0,42.0,55.0, , ,2.0, , ,No,Air Temp: -6.8 C,41.3,55.0,134.0
43.95258,-115.67997,2021-03-03,14:30,8,IDBRM7,ID,Boise River Basin,MC_7,21.0,23.0,26.0,34.0,41.0,40.0,2.0,2.0,2.0,Yes,"Air Temp: +4.4 C, Sample B had ice on board and didn't allow for total SWE measurement",23.3,38.0,164.0
43.95258,-115.67997,2021-03-10,13:30,9,IDBRM7,ID,Boise River Basin,MC_7, , , , , , , , , ,Yes,"Air Temp: -3.1 C, board melted/tipped 20 degrees down hill- photo, interval board tipped over; K2 was reset Thursday 03/04/2021", , , 
43.95258,-115.67997,2021-03-16,14:30,10,IDBRM7,ID,Boise River Basin,MC_7,0.0, , ,0.0, , ,0.0, , ,Yes,"Air Temp: +3.4 C, no new snow",0.0,0.0, 
43.95258,-115.67997,2021-03-24,14:05,11,IDBRM7,ID,Boise River Basin,MC_7,27.0,25.0, ,44.0,43.0, ,163.0,172.0, ,No,"Air Temp: -1.6 C, very little ice on board, ice @ +5cm, very slight wind-affected surface",26.0,44.0,170.0
43.95249,-115.68174,2021-01-27,13:20,3,IDBRM8,ID,Boise River Basin,MC_8,45.0, , ,40.0, , ,89.0, , ,No, ,45.0,40.0,89.0
43.95249,-115.68174,2021-02-03,12:25,4,IDBRM8,ID,Boise River Basin,MC_8,51.0, , ,58.0, , ,114.0, , ,No, ,51.0,58.0,114.0
43.95249,-115.68174,2021-02-10,12:35,5,IDBRM8,ID,Boise River Basin,MC_8,26.0,27.0,29.0,48.0, ,52.0,185.0, ,180.0,No, ,27.3,50.0,184.0
43.95249,-115.68174,2021-02-17,13:15,6,IDBRM8,ID,Boise River Basin,MC_8,80.0, , ,101.0, , ,127.0, , ,No,Air Temp: -7.6 C,80.0,101.0,127.0
43.95249,-115.68174,2021-02-24,12:55,7,IDBRM8,ID,Boise River Basin,MC_8,37.0, , ,54.0, , ,2.0, , ,No,Air Temp: -6.4 C,37.0,54.0,146.0
43.95249,-115.68174,2021-03-03,13:20,8,IDBRM8,ID,Boise River Basin,MC_8,24.0,25.0, ,38.0,45.0, ,2.0,2.0, ,Yes,"Air Temp: +5.3 C, 2 layers of ice (15/25), ice on board not captured in measurement and didn't allow for total measurement of SWE in Sample A, no ice in measurement for Sample B",24.5,42.0,172.0
43.95249,-115.68174,2021-03-10,12:15,9,IDBRM8,ID,Boise River Basin,MC_8,9.0,6.0, ,13.0,11.0, ,2.0,2.0, ,No,"Air Temp: -2.2 C, variable ice on board - SWE higher",7.5,12.0,160.0
43.95249,-115.68174,2021-03-16,13:35,10,IDBRM8,ID,Boise River Basin,MC_8,0.0, , ,0.0, , ,0.0, , ,Yes,"Air Temp: +5.3 C, no new snow",0.0,0.0, 
43.95249,-115.68174,2021-03-24,13:15,11,IDBRM8,ID,Boise River Basin,MC_8,18.0,18.0, ,35.0,37.0, ,195.0,206.0, ,No,"Air Temp: -2.7 C, very little ice on board, ice @ +5cm, very slight wind-affected surface",18.0,36.0,200.0
43.9549,-115.68158,2021-01-15,11:00,1,IDBRM9,ID,Boise River Basin,MC_9, , , , , , , , , ,No, , , , 
43.9549,-115.68158,2021-01-27,13:45,3,IDBRM9,ID,Boise River Basin,MC_9,47.0, , ,69.0, , ,147.0, , ,No, ,47.0,69.0,147.0
43.9549,-115.68158,2021-02-03,12:50,4,IDBRM9,ID,Boise River Basin,MC_9,49.0, , ,74.0, , ,152.0, , ,No, ,49.0,74.0,152.0
43.9549,-115.68158,2021-02-10,12:55,5,IDBRM9,ID,Boise River Basin,MC_9,2.0,3.0,4.0,4.0,5.0,6.0,200.0,167.0,150.0,No,Heavily wind affected firm,3.0,5.0,167.0
43.9549,-115.68158,2021-02-17,13:45,6,IDBRM9,ID,Boise River Basin,MC_9,36.0, , ,53.0, , ,148.0, , ,No,Air Temp: -8.0 C,36.0,53.0,148.0
43.9549,-115.68158,2021-02-24,13:15,7,IDBRM9,ID,Boise River Basin,MC_9,18.0, , ,28.0, , ,2.0, , ,No,Air Temp: -5.6 C,18.0,28.0,156.0
43.9549,-115.68158,2021-03-03,13:50,8,IDBRM9,ID,Boise River Basin,MC_9,18.0,18.0, ,27.0,28.0, ,2.0,2.0, ,Yes,"Air Temp: +4.4 C, melt around storm board pole",18.0,28.0,156.0
43.9549,-115.68158,2021-03-10,12:50,9,IDBRM9,ID,Boise River Basin,MC_9,7.0,8.0, ,11.0,13.0, ,2.0,2.0, ,No,"Air Temp: -2.1 C, very little ice on board",7.5,12.0,160.0
43.9549,-115.68158,2021-03-16,13:50,10,IDBRM9,ID,Boise River Basin,MC_9,0.0, , ,0.0, , ,0.0, , ,Yes,"Air Temp: +2.7 C, no new snow",0.0,0.0, 
43.9549,-115.68158,2021-03-24,13:40,11,IDBRM9,ID,Boise River Basin,MC_9,12.0,13.0, ,25.0,27.0, ,209.0,208.0, ,No,"Air Temp: -1.9 C, very little ice on board, ice @ +5cm, very slight wind-affected surface",12.5,26.0,208.0
