Latitude,Longitude,Date,"Local 
Time",Week No.,PitID,State,Location,Site,HN (cm) A,HN (cm) B,HN (cm) C,SWE (mm) A,SWE (mm) B,SWE (mm) C,DEN (kg/m^3) A,DEN (kg/m^3) B,DEN (kg/m^3) C,Melt,Comments,avg HN (cm),avg SWE (mm),avg DEN (kg/m^3)
40.5639,-105.8673,2021-01-13,13:40,1,COCPCP,CO,Cameron Pass,Cameron Peak, , , , , , , , , ,No,No stormboard measurements taken. Stormboard placed on 13 Jan 2021, , , 
40.5639,-105.8673,2021-01-15,13:45,1,COCPCP,CO,Cameron Pass,Cameron Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,"No interval board measurements taken. No accumulation, or possibly wind scour since last vist on 13 Jan 21.",0.0,0.0, 
40.5639,-105.8673,2021-01-20,14:10,2,COCPCP,CO,Cameron Pass,Cameron Peak,16.8,17.0,16.4,27.5,27.9,26.2,164.0,165.0,160.0,No, ,16.7,27.0,162.0
40.5639,-105.8673,2021-01-27,14:00,3,COCPCP,CO,Cameron Pass,Cameron Peak,21.2,21.6,21.0,27.0,28.0,27.5,127.0,130.0,131.0,No, ,21.3,28.0,132.0
40.5639,-105.8673,2021-02-02,13:10,4,COCPCP,CO,Cameron Pass,Cameron Peak,5.0,5.0,4.9,7.0,7.0,7.0,140.0,140.0,143.0,No, ,5.0,7.0,140.0
40.5639,-105.8673,2021-02-10,13:05,5,COCPCP,CO,Cameron Pass,Cameron Peak,48.5,48.0,48.5,72.0,66.0,68.0,149.0,138.0,141.0,No, ,48.3,69.0,143.0
40.5639,-105.8673,2021-02-18,13:30,6,COCPCP,CO,Cameron Pass,Cameron Peak,23.0,23.2,23.0,30.0,30.0,30.0,131.0,130.0,131.0,No, ,23.1,30.0,130.0
40.5639,-105.8673,2021-02-24,13:15,7,COCPCP,CO,Cameron Pass,Cameron Peak,11.0,10.9,11.4,14.0,14.0,14.0,128.0,129.0,123.0,Yes,Thin surface melt crust,11.1,14.0,127.0
40.5639,-105.8673,2021-03-03,13:45,8,COCPCP,CO,Cameron Pass,Cameron Peak,9.8,9.6,9.4,17.0,17.0,17.0,174.0,178.0,181.0,No,Some radiation melt at surface. No melt observed in interval accumulation.,9.6,17.0,178.0
40.5639,-105.8673,2021-03-09,12:30,9,COCPCP,CO,Cameron Pass,Cameron Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No, ,0.0,0.0, 
40.5639,-105.8673,2021-03-18,14:35,10,COCPCP,CO,Cameron Pass,Cameron Peak,37.0,35.5,37.0,60.0,56.0,61.0,163.0,158.0,165.0,Yes, ,36.5,59.0,162.0
40.5639,-105.8673,2021-03-22,14:35,11,COCPCP,CO,Cameron Pass,Cameron Peak,9.2,8.4,9.2,15.0,15.0,16.0,163.0,179.0,174.0,No, ,8.9,15.0,169.0
40.5639,-105.8673,2021-04-06,10:00,13,COCPCP,CO,Cameron Pass,Cameron Peak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No, ,0.0,0.0, 
40.5639,-105.8673,2021-04-23,10:45,15,COCPCP,CO,Cameron Pass,Cameron Peak,18.0,17.0,18.0,42.0,38.0,39.0,234.0,224.0,217.0,Yes,Ice lens at base of board and midway (9cm below surface).,17.7,40.0,226.0
40.5639,-105.8673,2021-05-07,10:00,17,COCPCP,CO,Cameron Pass,Cameron Peak,0.25, , ,0.0, , ,0.0, , ,Yes, ,0.2,0.0,0.0
40.5186,-105.8916,2021-01-13,11:36,1,COCPMR,CO,Cameron Pass,Michigan River, , , , , , , , , ,No,Stormboard set on 13 Jan 21 --> No measurements taken, , , 
40.5186,-105.8916,2021-01-15,10:00,1,COCPMR,CO,Cameron Pass,Michigan River,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No accumulation since 13 Jan 21 --> high winds since last visit.,0.0,0.0, 
40.5186,-105.8916,2021-01-20,09:40,2,COCPMR,CO,Cameron Pass,Michigan River,11.6,11.6,12.0,17.5,17.5,17.5,151.0,151.0,146.0,No, ,11.7,18.0,154.0
40.5186,-105.8916,2021-01-27,10:20,3,COCPMR,CO,Cameron Pass,Michigan River,20.4,20.6,20.2,27.0,25.0,25.0,132.0,121.0,124.0,No, ,20.4,26.0,128.0
40.5186,-105.8916,2021-02-02,09:35,4,COCPMR,CO,Cameron Pass,Michigan River,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,Frozen water on one spot of board. No trace snow or water other than that.,0.0,0.0, 
40.5186,-105.8916,2021-02-10,10:02,5,COCPMR,CO,Cameron Pass,Michigan River,12.8,13.6,12.2,13.0,14.0,12.0,102.0,103.0,99.0,Yes, ,12.9,13.0,101.0
40.5186,-105.8916,2021-02-18,10:16,6,COCPMR,CO,Cameron Pass,Michigan River,15.3,15.8,15.8,20.0,21.0,20.0,131.0,133.0,127.0,No,"Distinct layer change ~ half-way down, becomes more dense at bottom.",15.6,20.0,129.0
40.5186,-105.8916,2021-02-24,09:30,7,COCPMR,CO,Cameron Pass,Michigan River,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Wind scoured ~5-8 cm around board. Photos of interval board are available.,0.0,0.0, 
40.5186,-105.8916,2021-03-03,10:00,8,COCPMR,CO,Cameron Pass,Michigan River,8.2,7.2,7.6,10.0,9.0,10.0,122.0,125.0,132.0,No,Some melt around base of pole.,7.7,10.0,130.0
40.5186,-105.8916,2021-03-09,09:30,9,COCPMR,CO,Cameron Pass,Michigan River,3.7,3.8,3.4,8.0,10.0,6.0,217.0,264.0,177.0,Yes, ,3.6,8.0,223.0
40.5186,-105.8916,2021-03-18,10:10,10,COCPMR,CO,Cameron Pass,Michigan River,43.0,42.0,42.0,61.0,63.0,63.0,142.0,150.0,150.0,Yes, ,42.3,62.0,147.0
40.5186,-105.8916,2021-03-22,10:30,11,COCPMR,CO,Cameron Pass,Michigan River,9.0,9.4,9.8,11.0,12.0,12.0,123.0,128.0,123.0,No, ,9.4,12.0,128.0
39.90696,-105.87789,2021-01-27,13:55,3,COFEB1,CO,Fraser,B1,2.4,2.2,2.4,2.0,1.5,2.0,83.0,68.0,83.0,No, ,2.3,2.0,87.0
39.90696,-105.87789,2021-02-03,09:30,4,COFEB1,CO,Fraser,B1,1.0,1.0, ,2.0,2.0, ,50.0,50.0, ,Yes, GPS:Garmin 64 +/-3m,1.0,2.0,200.0
39.90696,-105.87789,2021-02-10,09:10,5,COFEB1,CO,Fraser,B1,3.2,3.2,3.6,5.0,5.5,6.5,156.0,172.0,181.0,Yes, ,3.3,6.0,182.0
39.90696,-105.87789,2021-02-17,10:45,6,COFEB1,CO,Fraser,B1,10.6,10.8,10.4,13.5,14.0,14.5,128.0,130.0,140.0,Yes, ,10.6,14.0,133.0
39.90696,-105.87789,2021-02-24,09:08,7,COFEB1,CO,Fraser,B1,1.4,3.6,1.6,2.0,5.0,2.5,143.0,139.0,157.0,No, ,2.2,3.0,137.0
39.90696,-105.87789,2021-03-03,09:19,8,COFEB1,CO,Fraser,B1,4.0,4.2,4.2,5.0,5.5,5.5,125.0,131.0,131.0,No, ,4.1,5.0,122.0
39.90696,-105.87789,2021-03-10,13:42,9,COFEB1,CO,Fraser,B1,4.4,5.6,5.8,4.0,5.0,5.5,91.0,90.0,95.0,Yes,only small patches of ice on board,5.3,5.0,95.0
39.90696,-105.87789,2021-03-17,10:31,10,COFEB1,CO,Fraser,B1,13.6,13.6,14.2,17.5,17.5,16.5,129.0,129.0,117.0,Yes,END time:1041,13.8,17.0,124.0
39.90696,-105.87789,2021-03-22,09:10,11,COFEB1,CO,Fraser,B1,19.0,19.0,19.2,17.5,18.5,19.0,93.0,98.0,99.0,Yes, ,19.1,18.0,95.0
39.90696,-105.87789,2021-03-31,10:10,12,COFEB1,CO,Fraser,B1,5.2,4.8,4.8,7.0,6.5,7.0,135.0,136.0,146.0,Yes,END time: 1017,4.9,7.0,143.0
39.90696,-105.87789,2021-04-07,09:20,13,COFEB1,CO,Fraser,B1,1.0,1.2,1.0,1.0,1.0,0.5,100.0,84.0,50.0,No,END time: 928,1.1,1.0,91.0
39.90696,-105.87789,2021-04-21,08:55,15,COFEB1,CO,Fraser,B1,5.8,5.6,5.8,16.0,16.0,18.0,276.0,286.0,311.0,Yes, ,5.7,17.0,299.0
39.90696,-105.87789,2021-04-28,09:43,16,COFEB1,CO,Fraser,B1,12.6,13.0,12.2,13.0,13.0,12.0,104.0,100.0,99.0,Yes, ,12.6,13.0,104.0
39.90696,-105.87789,2021-05-05,09:15,17,COFEB1,CO,Fraser,B1,3.6,3.0,3.4,5.0,5.0,4.0,139.0,167.0,118.0,Yes, ,3.3,5.0,152.0
39.90696,-105.87789,2021-05-12,12:06,18,COFEB1,CO,Fraser,B1,3.4,3.6, ,7.5,8.0, ,221.0,222.0, ,Yes, ,3.5,8.0,229.0
39.90702,-105.87905,2021-01-27,14:42,3,COFEB2,CO,Fraser,B2,1.6,1.8,1.8,1.5,1.5,1.5,94.0,83.0,83.0,No, ,1.7,2.0,118.0
39.90702,-105.87905,2021-02-10,10:50,5,COFEB2,CO,Fraser,B2,12.2,12.6,12.4,19.5,19.5,18.5,160.0,155.0,149.0,Yes, ,12.4,19.0,154.0
39.90702,-105.87905,2021-02-17,12:36,6,COFEB2,CO,Fraser,B2,9.8,10.2,10.0,15.0,16.0,17.0,154.0,157.0,170.0,Yes,irregular melt pattern on board,10.0,16.0,160.0
39.90702,-105.87905,2021-02-24,11:37,7,COFEB2,CO,Fraser,B2,4.2,4.4,4.4,6.0,6.5,7.0,143.0,148.0,160.0,No, ,4.3,6.0,140.0
39.90702,-105.87905,2021-03-03,11:10,8,COFEB2,CO,Fraser,B2,3.6,3.6,3.2,4.5,5.0,4.5,125.0,139.0,141.0,No,GPS:Garmin 64 +/-3m,3.5,5.0,143.0
39.90702,-105.87905,2021-03-10,15:45,9,COFEB2,CO,Fraser,B2,10.0,10.2,10.4,7.5,8.0,8.0,75.0,79.0,77.0,Yes,"only little patch of ice, mostly clear",10.2,8.0,79.0
39.90702,-105.87905,2021-03-22,10:47,11,COFEB2,CO,Fraser,B2,14.0,13.8,13.8,15.0,15.5,15.0,108.0,113.0,109.0,Yes, ,13.9,15.0,108.0
39.90702,-105.87905,2021-03-31,12:00,12,COFEB2,CO,Fraser,B2,4.0,4.2,4.2,6.0,6.5,6.0,150.0,155.0,143.0,Yes,END time: 1205,4.1,6.0,147.0
39.90702,-105.87905,2021-04-07,10:36,13,COFEB2,CO,Fraser,B2,1.0,0.8,1.0,0.5,0.5,1.0,50.0,63.0,100.0,No,END time: 1038,0.9,1.0,112.0
39.90702,-105.87905,2021-04-21,10:30,15,COFEB2,CO,Fraser,B2,3.2,3.0,4.4,7.0,8.0,11.0,219.0,267.0,250.0,Yes, ,3.5,9.0,258.0
39.90702,-105.87905,2021-04-28,11:11,16,COFEB2,CO,Fraser,B2,7.6,7.6,7.8,10.0,10.0,10.0,132.0,132.0,129.0,Yes, ,7.7,10.0,130.0
39.90702,-105.87905,2021-05-05,09:55,17,COFEB2,CO,Fraser,B2,1.6,2.0,1.8,3.5,4.0,4.0,219.0,200.0,222.0,Yes,End time: 958,1.8,4.0,223.0
39.90702,-105.87905,2021-05-12,12:11,18,COFEB2,CO,Fraser,B2,3.0,3.4,3.2,8.0,9.0,8.5,267.0,265.0,266.0,Yes, ,3.2,8.0,250.0
39.90566,-105.88304,2021-01-15,12:10,1,COFEJF,CO,Fraser,JF,25.0,24.8,24.6,46.5,46.0,46.0,186.0,185.0,187.0,Yes, ,24.8,46.0,186.0
39.90566,-105.88304,2021-01-20,12:00,2,COFEJF,CO,Fraser,JF,5.0,5.3,6.2,5.0,6.0,7.0,100.0,113.0,113.0,No,Evidence of melt was not observed,5.5,6.0,110.0
39.90566,-105.88304,2021-01-27,10:44,3,COFEJF,CO,Fraser,JF,2.4,2.4,2.4,2.0,2.0,1.5,83.0,83.0,63.0,No, ,2.4,2.0,84.0
39.90566,-105.88304,2021-02-03,12:04,4,COFEJF,CO,Fraser,JF,1.2,0.8,0.8,4.0,2.0,2.5,333.0,625.0,313.0,Yes,"crust and ice lens across board, able to capture in sample, lens thickest about 100% of sample B, 1cm ice crust, .2 cm new snow in sample A",0.9,3.0,334.0
39.90566,-105.88304,2021-02-10,13:15,5,COFEJF,CO,Fraser,JF,10.4,12.4,10.0,20.0,23.0,19.0,192.0,185.0,190.0,No, ,10.9,21.0,193.0
39.90566,-105.88304,2021-02-17,16:00,6,COFEJF,CO,Fraser,JF,10.0,9.8,9.6,12.0,11.5,11.0,120.0,118.0,115.0,Yes, ,9.8,12.0,123.0
39.90566,-105.88304,2021-02-24,12:39,7,COFEJF,CO,Fraser,JF,2.0,2.2,2.0,4.5,9.0,6.0,225.0,410.0,300.0,Yes,very variable wind effect on interval board,2.1,6.0,286.0
39.90566,-105.88304,2021-03-03,13:48,8,COFEJF,CO,Fraser,JF,2.4,2.4,2.0,6.0,6.0,5.5,250.0,250.0,275.0,Yes, GPS:Garmin 64 +/-3m,2.3,6.0,261.0
39.90566,-105.88304,2021-03-10,09:54,9,COFEJF,CO,Fraser,JF,6.4,7.0,7.0,4.5,5.0,5.0,71.0,72.0,72.0,No,"melted clean before last storm, last nights storm all new on board in the snow in last 12 hours",6.8,5.0,74.0
39.90566,-105.88304,2021-03-17,14:22,10,COFEJF,CO,Fraser,JF,12.6,12.2,12.2,16.5,16.0,16.0,131.0,132.0,132.0,Yes, ,12.3,16.0,131.0
39.90566,-105.88304,2021-03-22,12:51,11,COFEJF,CO,Fraser,JF,12.2,11.4,14.8,16.5,16.0,16.5,136.0,141.0,112.0,Yes, ,12.8,16.0,125.0
39.90566,-105.88304,2021-03-31,14:34,12,COFEJF,CO,Fraser,JF,2.4,3.8,2.2,8.5,7.0,8.0,355.0,185.0,364.0,Yes,END time: 1438,2.8,8.0,286.0
39.90566,-105.88304,2021-04-07,08:43,13,COFEJF,CO,Fraser,JF,0.6,0.6,0.8,0.0,0.5,0.5,0.0,84.0,63.0,No,"melted clean before last storm, board about 10cm off snow surface on ice block from settlement of surrounding snow",0.7,0.0,0.0
39.90566,-105.88304,2021-04-21,11:59,15,COFEJF,CO,Fraser,JF,3.8,1.0,1.0,14.0,2.5,3.0,369.0,250.0,300.0,Yes,"Interval Board broken, sample B and C previously melted clean and samples were likely only the new snow from the past 24 hours",1.9,6.0,316.0
39.90566,-105.88304,2021-04-28,13:29,16,COFEJF,CO,Fraser,JF,3.6,4.2,2.4,12.0,14.0,15.0,334.0,334.0,625.0,Yes,"Interval board broken, END time: 1331",3.4,14.0,412.0
39.90566,-105.88304,2021-05-05,09:34,17,COFEJF,CO,Fraser,JF,3.0,3.4,3.2,6.0,7.0,7.0,200.0,206.0,219.0,No,snow rapidly melting in warm temps and clear skies,3.2,7.0,219.0
39.90566,-105.88304,2021-05-12,10:43,18,COFEJF,CO,Fraser,JF,6.8,6.8,6.6,17.0,17.0,16.5,250.0,250.0,250.0,Yes, ,6.7,17.0,254.0
39.90566,-105.88305,2021-01-15,12:10,1,COFEJS,CO,Fraser,JS,8.2,9.0,8.8,14.5,16.0,16.5,177.0,178.0,188.0,Yes, ,8.7,16.0,184.0
39.90566,-105.88305,2021-01-20,12:00,2,COFEJS,CO,Fraser,JS,5.2,5.2,5.0,6.0,6.0,6.0,115.0,115.0,120.0,No, ,5.1,6.0,118.0
